question,choices,answer_idx,source
Metabolism is the sum of all catabolic and which other reactions in the body?,"[""anabolic"", ""systic"", ""abolic"", ""inbolic""]",0,sciq
In December in the northern hemisphere you need,"[""short shorts"", ""cooling fans"", ""suntan lotion"", ""mittens""]",3,openbookqa
What are the cone-like structures that contain sporangia called?,"[""contrail"", ""medulla"", ""gametes"", ""strobili""]",3,sciq
Plasmodesmata passes through what part of plants?,"[""cell walls"", ""cell ridges"", ""cytoplasm"", ""nucleus""]",0,sciq
Which statement best describes how birth and death rates compare in a population at carrying capacity?,"[""The birth rate is greater than the death rate."", ""The birth rate is less than the death rate."", ""The birth rate is equal to the death rate."", ""The birth rate and the death rate are zero.""]",2,arc_easy
The desire to understand how and why things happen is shared by all branches of what?,"[""population"", ""society"", ""science"", ""government""]",2,sciq
What is the measure of the force of gravity pulling down on an object called?,"[""factor"", ""weight"", ""volume"", ""mass""]",1,sciq
A moth leaving it's cocoon is the final step in a,"[""life cycle"", ""transformation"", ""recycling process"", ""chemical reaction""]",1,openbookqa
To have energy that will last your whole life you'd buy a,"[""car battery"", ""loaf of bread"", ""turbine"", ""tank of gas""]",2,openbookqa
"Like the frame of a house, what gives the cell an internal structure?","[""cytoskeleton"", ""cellulose"", ""endoskeleton"", ""cytoplasm""]",0,sciq
When a varmint eats a pear and discards the seeds what will develop,"[""a tree"", ""flower"", ""debt"", ""an ant mound""]",0,openbookqa
Secondary consumers are usually carnivores that eat what?,"[""soil"", ""plants"", ""primary consumers"", ""dead material""]",2,sciq
Mammals give birth to live,"[""children"", ""birds"", ""fish"", ""insects""]",0,openbookqa
What is name for a piece of collagen-rich skin formed after the process of wound healing that differs from normal skin?,"[""tissue"", ""Sore"", ""scar"", ""size""]",2,sciq
"In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?","[""The Sun burns hotter in the summer."", ""The Sun moves below the horizon in the summer."", ""The Northern Hemisphere is closer to the Sun in the winter."", ""The Northern Hemisphere is tilted away from the Sun in the winter.""]",3,arc_easy
What type of gas is produced by alcoholic fermentation of the glucose in corn or other plants?,"[""ethanol"", ""ethyl"", ""isopropyl"", ""methanol""]",0,sciq
The axon is a long extension of the cell body that transmits what to other cells?,"[""calcium impulses"", ""nerve impulses"", ""blood impulses"", ""synthesis impulses""]",1,sciq
Which characteristic is not an inherited trait?,"[""size"", ""eye color"", ""skin color"", ""personality""]",3,arc_easy
Grass snakes live in what?,"[""trees"", ""mountains"", ""lakes"", ""turf""]",3,openbookqa
Pluto’s orbit is in the kuiper?,"[""field"", ""belt"", ""zone"", ""area""]",1,sciq
Not getting enough calcium may cause what health problem?,"[""osteoporosis"", ""arthritis"", ""diabetes"", ""blindness""]",0,sciq
"The female reproductive organs include the ovaries, fallopian tubes, uterus, and what?","[""intestines"", ""womb"", ""bladder"", ""vagina""]",3,sciq
What is the most abundant element in the universe?,"[""carbon"", ""helium"", ""hydrogen"", ""nitrogen""]",2,sciq
The crawling pace of limestone removal from an area produces,"[""giant slugs"", ""new crops"", ""homes for bats"", ""land mines""]",2,openbookqa
"After a torrential downpour over a week, a man notices that the pond in his backyard is","[""melted"", ""dehydrated"", ""bloated"", ""salted""]",2,openbookqa
"Like ammonia, hydrazine is both a brønsted base and which other base?","[""dynamic base"", ""unit base"", ""floyd base"", ""lewis base""]",3,sciq
"If a bird is green, another bird can realize that by","[""noticing it"", ""visiting it"", ""touching it"", ""killing it""]",0,openbookqa
What is the type of cell division that produces gametes?,"[""electrolysis"", ""mitosis"", ""budding"", ""meiosis""]",3,sciq
A cow would prefer,"[""birds"", ""metals"", ""sushi"", ""cucumbers""]",3,openbookqa
Non-human organisms that mainly consume plants/other primary producers are known as what?,"[""herbivores"", ""carnivores"", ""omnivores"", ""amphibians""]",0,sciq
The prairie grass ecosystem once had a deep layer of topsoil which was protected by the grasses that covered it. Removal of these grasses for farmland is causing the soil to be eroded mainly by,"[""wind and rain."", ""animal movement."", ""crops grown in the soil."", ""increased temperatures.""]",0,arc_easy
"Penis, testes, and epididymis are organs in what system?","[""virus reproductive system\u200b"", ""plant reproductive system\u200b"", ""female reproductive system\u200b"", ""male reproductive system""]",3,sciq
Many transition metals and their compounds are used as what?,"[""insulators"", ""bases"", ""sealants"", ""catalysts""]",3,sciq
The speed of a particle in what state is directly proportional to the temperature of the system?,"[""frozen"", ""solid"", ""gas"", ""liquid""]",2,sciq
Mice,"[""abandon their offspring"", ""hatch their young"", ""lay eggs"", ""nurse their offspring""]",3,openbookqa
The fact that all living things share the same biochemical building blocks is molecular evidence of what theorized process?,"[""emergence"", ""creation"", ""generation"", ""evolution""]",3,sciq
Which is the correct order in the process of sedimentary rock formation?,"[""compaction, erosion, cementation, deposition"", ""compaction, weathering, erosion, cementation"", ""weathering, deposition, cementation, burial"", ""weathering, erosion, deposition, compaction""]",3,arc_easy
"A frog, in winter, will burrow itself into soft mud, until it freezes, then in the spring","[""it melts, because it is warm-blooded"", ""it unfreezes, because it is cold-blooded"", ""it remains frozen until it dies"", ""it dies, because it is warm-blooded""]",1,openbookqa
Angiosperm seed develops inside of what?,"[""fallopian tubes"", ""an ovary"", ""the pancreas"", ""a kidney""]",1,sciq
A problem with using food chains to describe ecosystems is that some organisms can feed on or be consumed by species from more than one of what level?,"[""trophic level"", ""habitat level"", ""pH level"", ""biome level""]",0,sciq
An astronomical unit (AU) refers to the distance between,"[""Earth and the Sun."", ""the Moon and the Sun."", ""Earth and the Moon."", ""the Sun and the nearest star.""]",0,arc_easy
The wolf raises his family near a,"[""den"", ""field"", ""tree"", ""mother.""]",0,openbookqa
What is a double membrane of the nucleus that encloses the genetic material?,"[""the complex envelope"", ""the nuclear envelope"", ""the nuclear compression"", ""the cell wall""]",1,sciq
"What property of carbon and other elements can be used to date fossils and rocks, among other things?","[""mass"", ""full-life"", ""magnetic force"", ""half-life""]",3,sciq
What type of tissues are major barriers to the entry of pathogens into the body?,"[""skin"", ""vascular"", ""mucosal"", ""nasal""]",2,sciq
Childbirth usually starts when which sac breaks?,"[""umbilical"", ""uterine"", ""protein"", ""amniotic""]",3,sciq
What do scientists attach to aquatic animals to collect information?,"[""satellite tags"", ""radio tags"", ""fluorescent tags"", ""ultraviolet tags""]",0,sciq
The lancelet lacks what feature that distinguishes vertebrates?,"[""feet"", ""skin"", ""backbone"", ""mouth""]",2,sciq
What are the two most common silicates?,"[""Analcime and Feldspar"", ""feldspar and quartz"", ""Petalite and Analcime"", ""Petalite and Quartz""]",1,sciq
How many chromosomes do bacterial dna have?,"[""one rectangular chromosome"", ""one triangular chromosome"", ""one circular chromosome"", ""one simple chromosome""]",2,sciq
A satellite orbits a,"[""empty space"", ""ocean"", ""terrestrial body"", ""air pocket""]",2,openbookqa
Pollutants in surface water can filter into the ground and enter a what?,"[""hydro plant"", ""groundwater aquifer"", ""combustion aquifer"", ""turbine""]",1,sciq
What are the outer-shell electrons of an atom called?,"[""outer electrons"", ""organism electrons"", ""helium electrons"", ""valence electrons""]",3,sciq
Materials such as carbon and nitrogen go through cycles. The cycling of nitrogen waste materials is mostly dependent upon the role of which factor?,"[""atmosphere"", ""bacteria"", ""sunlight"", ""trees""]",1,arc_easy
What is the term for a substance that causes the speed of a reaction to increase?,"[""indicate"", ""component"", ""monite"", ""catalyst""]",3,sciq
What is the process by which organisms change in small ways over time?,"[""microevolution"", ""natural selection"", ""adaptation"", ""spontaneous mutation""]",0,sciq
A plant that using transpiration is,"[""filtering liquid nicotine"", ""adjusting water content"", ""evaporating oils"", ""flavoring leaves""]",1,openbookqa
What describes how close an estimate is to a known standard?,"[""diversity"", ""frequency"", ""precision"", ""accuracy""]",3,sciq
Each line in a structural formula represents a pair of shared what?,"[""electrons"", ""ions"", ""atoms"", ""waves""]",0,sciq
What kind of path does the energy of an electromagnetic wave take?,"[""elliptical"", ""circuitous"", ""straight line"", ""fluctuating""]",2,sciq
What do dendrites receive signals from?,"[""hormones"", ""fibers"", ""neurons"", ""electrons""]",2,sciq
Which of the following events involves a consumer and producer in a food chain?,"[""A cat eats a mouse."", ""A deer eats a leaf."", ""A hawk eats a mouse."", ""A snake eats a rat.""]",1,arc_easy
What are composed of an oxygen atom that forms single bonds with two carbon atoms?,"[""ethers"", ""solvents"", ""acids"", ""sugars""]",0,sciq
What is a fold of the outer skin lining the shell called?,"[""mantle"", ""cortex"", ""stack"", ""marble""]",0,sciq
One of the main things that can negatively impact organism health is,"[""singing"", ""nothing"", ""walking"", ""falling ill""]",3,openbookqa
What sequence is the primary structure of a protein?,"[""processed acid sequence"", ""proteins acid sequence"", ""nucleic acid sequence"", ""amino acid sequence""]",3,sciq
What is created when the wave source moves faster than the wave propagation speed?,"[""bow wake"", ""piece wake"", ""superceding wake"", ""loop wake""]",0,sciq
"What contain organelles common to other cells, such as a nucleus and mitochondria, and also have more specialized structures, including dendrites and axons?","[""follicles"", ""blood cells"", ""muscle cells"", ""neurons""]",3,sciq
